created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2024-10-14T22:27:48+00:00,374,,,,,,,27.80,67.00,,,,
2024-10-14T22:27:50+00:00,375,,,774.26,0.28,,,,,,,,
2024-10-14T22:27:52+00:00,376,,,,,2956.52,1.38,,,,,,
2024-10-14T22:27:57+00:00,377,6.70,6.08,,,,,,,,,,
2024-10-14T22:27:59+00:00,378,,,,,,,27.80,67.00,,,,
2024-10-14T22:28:01+00:00,379,,,773.49,0.28,,,,,,,,
2024-10-14T22:28:03+00:00,380,,,,,3006.85,1.30,,,,,,
2024-10-14T22:28:08+00:00,381,6.75,6.00,,,,,,,,,,
2024-10-14T22:28:10+00:00,382,,,,,,,27.80,67.00,,,,
2024-10-14T22:28:12+00:00,383,,,774.26,0.28,,,,,,,,
2024-10-14T22:28:14+00:00,384,,,,,3002.93,1.30,,,,,,
2024-10-14T22:28:19+00:00,385,6.67,6.11,,,,,,,,,,
2024-10-14T22:28:22+00:00,386,,,,,,,27.80,67.00,,,,
2024-10-14T22:28:24+00:00,387,,,781.21,0.27,,,,,,,,
2024-10-14T22:28:26+00:00,388,,,,,3002.93,1.30,,,,,,
2024-10-14T22:28:31+00:00,389,6.70,6.08,,,,,,,,,,
2024-10-14T22:28:33+00:00,390,,,,,,,27.80,67.00,,,,
2024-10-14T22:28:35+00:00,391,,,768.90,0.28,,,,,,,,
2024-10-14T22:28:37+00:00,392,,,,,2975.73,1.35,,,,,,
2024-10-14T22:28:42+00:00,393,6.75,6.00,,,,,,,,,,
2024-10-14T22:28:44+00:00,394,,,,,,,27.80,67.00,,,,
2024-10-14T22:28:46+00:00,395,,,775.03,0.28,,,,,,,,
2024-10-14T22:28:48+00:00,396,,,,,3002.93,1.30,,,,,,
2024-10-14T22:28:53+00:00,397,6.73,6.03,,,,,,,,,,
2024-10-14T22:28:55+00:00,398,,,,,,,27.80,67.00,,,,
2024-10-14T22:28:57+00:00,399,,,775.80,0.28,,,,,,,,
2024-10-14T22:28:59+00:00,400,,,,,3002.93,1.30,,,,,,
2024-10-14T22:29:04+00:00,401,6.70,6.08,,,,,,,,,,
2024-10-14T22:29:06+00:00,402,,,,,,,27.80,67.00,,,,
2024-10-14T22:29:08+00:00,403,,,772.73,0.28,,,,,,,,
2024-10-14T22:29:10+00:00,404,,,,,3002.93,1.30,,,,,,
2024-10-14T22:29:15+00:00,405,6.78,5.97,,,,,,,,,,
2024-10-14T22:29:17+00:00,406,,,,,,,27.80,67.00,,,,
2024-10-14T22:29:19+00:00,407,,,774.26,0.28,,,,,,,,
2024-10-14T22:29:21+00:00,408,,,,,3002.93,1.30,,,,,,
2024-10-14T22:29:26+00:00,409,6.74,6.02,,,,,,,,,,
2024-10-14T22:29:28+00:00,410,,,,,,,27.80,67.00,,,,
2024-10-14T22:29:30+00:00,411,,,774.26,0.28,,,,,,,,
2024-10-14T22:29:32+00:00,412,,,,,3002.93,1.30,,,,,,
2024-10-14T22:29:38+00:00,413,6.74,6.02,,,,,,,,,,
2024-10-14T22:29:39+00:00,414,,,,,,,27.80,67.00,,,,
2024-10-14T22:29:41+00:00,415,,,775.03,0.28,,,,,,,,
2024-10-14T22:29:43+00:00,416,,,,,3010.77,1.29,,,,,,
2024-10-14T22:29:48+00:00,417,6.75,6.00,,,,,,,,,,
2024-10-14T22:29:50+00:00,418,,,,,,,27.80,67.00,,,,
2024-10-14T22:29:52+00:00,419,,,775.80,0.28,,,,,,,,
2024-10-14T22:29:54+00:00,420,,,,,3002.93,1.30,,,,,,
2024-10-14T22:29:59+00:00,421,6.70,6.08,,,,,,,,,,
2024-10-14T22:30:02+00:00,422,,,,,,,27.80,67.00,,,,
2024-10-14T22:30:04+00:00,423,,,775.03,0.28,,,,,,,,
2024-10-14T22:30:06+00:00,424,,,,,3002.93,1.30,,,,,,
2024-10-14T22:30:11+00:00,425,6.70,6.08,,,,,,,,,,
2024-10-14T22:30:13+00:00,426,,,,,,,27.80,67.00,,,,
2024-10-14T22:30:15+00:00,427,,,777.34,0.27,,,,,,,,
2024-10-14T22:30:17+00:00,428,,,,,3006.85,1.30,,,,,,
2024-10-14T22:30:22+00:00,429,6.75,6.00,,,,,,,,,,
2024-10-14T22:30:24+00:00,430,,,,,,,27.80,67.00,,,,
2024-10-14T22:30:26+00:00,431,,,775.80,0.28,,,,,,,,
2024-10-14T22:30:28+00:00,432,,,,,3002.93,1.30,,,,,,
2024-10-14T22:30:33+00:00,433,6.70,6.07,,,,,,,,,,
2024-10-14T22:30:35+00:00,434,,,,,,,27.80,67.00,,,,
2024-10-14T22:30:37+00:00,435,,,777.34,0.27,,,,,,,,
2024-10-14T22:30:39+00:00,436,,,,,3002.93,1.30,,,,,,
2024-10-14T22:30:44+00:00,437,6.81,5.93,,,,,,,,,,
2024-10-14T22:30:46+00:00,438,,,,,,,27.80,67.00,,,,
2024-10-14T22:30:48+00:00,439,,,777.34,0.27,,,,,,,,
2024-10-14T22:30:50+00:00,440,,,,,3002.93,1.30,,,,,,
2024-10-14T22:30:55+00:00,441,6.75,6.00,,,,,,,,,,
2024-10-14T22:30:57+00:00,442,,,,,,,27.80,67.00,,,,
2024-10-14T22:30:59+00:00,443,,,778.12,0.27,,,,,,,,
2024-10-14T22:31:01+00:00,444,,,,,2937.50,1.42,,,,,,
2024-10-14T22:31:06+00:00,445,6.71,6.06,,,,,,,,,,
2024-10-14T22:31:08+00:00,446,,,,,,,27.80,67.00,,,,
2024-10-14T22:31:10+00:00,447,,,779.66,0.27,,,,,,,,
2024-10-14T22:31:12+00:00,448,,,,,3002.93,1.30,,,,,,
2024-10-14T22:31:18+00:00,449,6.74,6.01,,,,,,,,,,
2024-10-14T22:31:19+00:00,450,,,,,,,27.80,67.00,,,,
2024-10-14T22:31:21+00:00,451,,,779.66,0.27,,,,,,,,
2024-10-14T22:31:23+00:00,452,,,,,3002.93,1.30,,,,,,
2024-10-14T22:31:28+00:00,453,6.74,6.02,,,,,,,,,,
2024-10-14T22:31:30+00:00,454,,,,,,,27.80,67.00,,,,
2024-10-14T22:31:32+00:00,455,,,778.12,0.27,,,,,,,,
2024-10-14T22:31:34+00:00,456,,,,,3002.93,1.30,,,,,,
2024-10-14T22:31:39+00:00,457,6.71,6.06,,,,,,,,,,
2024-10-14T22:31:42+00:00,458,,,,,,,27.80,67.00,,,,
2024-10-14T22:31:44+00:00,459,,,777.34,0.27,,,,,,,,
2024-10-14T22:31:46+00:00,460,,,,,2971.87,1.35,,,,,,
2024-10-14T22:31:51+00:00,461,6.74,6.01,,,,,,,,,,
2024-10-14T22:31:53+00:00,462,,,,,,,27.80,67.00,,,,
2024-10-14T22:31:55+00:00,463,,,777.34,0.27,,,,,,,,
2024-10-14T22:31:57+00:00,464,,,,,3002.93,1.30,,,,,,
2024-10-14T22:32:02+00:00,465,6.74,6.01,,,,,,,,,,
2024-10-14T22:32:04+00:00,466,,,,,,,27.80,67.00,,,,
2024-10-14T22:32:06+00:00,467,,,778.12,0.27,,,,,,,,
2024-10-14T22:32:08+00:00,468,,,,,3002.93,1.30,,,,,,
2024-10-14T22:32:13+00:00,469,6.66,6.12,,,,,,,,,,
2024-10-14T22:32:15+00:00,470,,,,,,,27.80,67.00,,,,
2024-10-14T22:32:17+00:00,471,,,785.09,0.27,,,,,,,,
2024-10-14T22:32:19+00:00,472,,,,,3002.93,1.30,,,,,,
2024-10-14T22:32:24+00:00,473,6.71,6.06,,,,,,,,,,
2024-10-14T22:32:26+00:00,474,,,,,,,27.80,67.00,,,,
2024-10-14T22:32:28+00:00,475,,,778.89,0.27,,,,,,,,
2024-10-14T22:32:30+00:00,476,,,,,2937.50,1.42,,,,,,
2024-10-14T22:32:35+00:00,477,6.75,6.00,,,,,,,,,,
2024-10-14T22:32:37+00:00,478,,,,,,,27.80,67.00,,,,
2024-10-14T22:32:39+00:00,479,,,778.12,0.27,,,,,,,,
2024-10-14T22:32:41+00:00,480,,,,,2914.91,1.46,,,,,,
2024-10-14T22:32:46+00:00,481,6.67,6.11,,,,,,,,,,
2024-10-14T22:32:48+00:00,482,,,,,,,27.80,67.00,,,,
2024-10-14T22:32:50+00:00,483,,,778.12,0.27,,,,,,,,
2024-10-14T22:32:52+00:00,484,,,,,3002.93,1.30,,,,,,
2024-10-14T22:32:58+00:00,485,6.71,6.06,,,,,,,,,,
2024-10-14T22:32:59+00:00,486,,,,,,,27.80,67.00,,,,
2024-10-14T22:33:01+00:00,487,,,778.12,0.27,,,,,,,,
2024-10-14T22:33:03+00:00,488,,,,,2933.72,1.42,,,,,,
2024-10-14T22:33:08+00:00,489,6.73,6.03,,,,,,,,,,
2024-10-14T22:33:11+00:00,490,,,,,,,27.80,67.00,,,,
2024-10-14T22:33:12+00:00,491,,,778.89,0.27,,,,,,,,
2024-10-14T22:33:14+00:00,492,,,,,3002.93,1.30,,,,,,
2024-10-14T22:33:19+00:00,493,6.69,6.09,,,,,,,,,,
2024-10-14T22:33:22+00:00,494,,,,,,,27.80,67.00,,,,
2024-10-14T22:33:24+00:00,495,,,779.66,0.27,,,,,,,,
2024-10-14T22:33:26+00:00,496,,,,,3002.93,1.30,,,,,,
2024-10-14T22:33:31+00:00,497,6.73,6.03,,,,,,,,,,
2024-10-14T22:33:33+00:00,498,,,,,,,27.80,67.00,,,,
2024-10-14T22:33:35+00:00,499,,,778.89,0.27,,,,,,,,
2024-10-14T22:33:37+00:00,500,,,,,2971.87,1.35,,,,,,
2024-10-14T22:33:42+00:00,501,6.74,6.01,,,,,,,,,,
2024-10-14T22:33:44+00:00,502,,,,,,,27.80,67.00,,,,
2024-10-14T22:33:46+00:00,503,,,778.12,0.27,,,,,,,,
2024-10-14T22:33:48+00:00,504,,,,,3002.93,1.30,,,,,,
2024-10-14T22:33:53+00:00,505,6.70,6.08,,,,,,,,,,
2024-10-14T22:33:55+00:00,506,,,,,,,27.80,67.00,,,,
2024-10-14T22:33:57+00:00,507,,,792.12,0.26,,,,,,,,
2024-10-14T22:33:59+00:00,508,,,,,3002.93,1.30,,,,,,
2024-10-14T22:34:04+00:00,509,6.85,5.87,,,,,,,,,,
2024-10-14T22:34:06+00:00,510,,,,,,,27.80,67.00,,,,
2024-10-14T22:34:08+00:00,511,,,781.21,0.27,,,,,,,,
2024-10-14T22:34:10+00:00,512,,,,,3010.77,1.29,,,,,,
2024-10-14T22:34:15+00:00,513,6.74,6.02,,,,,,,,,,
2024-10-14T22:34:17+00:00,514,,,,,,,27.80,67.00,,,,
2024-10-14T22:34:19+00:00,515,,,784.31,0.27,,,,,,,,
2024-10-14T22:34:21+00:00,516,,,,,3002.93,1.30,,,,,,
2024-10-14T22:34:26+00:00,517,6.71,6.06,,,,,,,,,,
2024-10-14T22:34:28+00:00,518,,,,,,,27.80,67.00,,,,
2024-10-14T22:34:30+00:00,519,,,779.66,0.27,,,,,,,,
2024-10-14T22:34:32+00:00,520,,,,,3002.93,1.30,,,,,,
2024-10-14T22:34:38+00:00,521,6.70,6.08,,,,,,,,,,
2024-10-14T22:34:39+00:00,522,,,,,,,27.80,67.00,,,,
2024-10-14T22:34:41+00:00,523,,,781.21,0.27,,,,,,,,
2024-10-14T22:34:43+00:00,524,,,,,3002.93,1.30,,,,,,
2024-10-14T22:34:48+00:00,525,6.73,6.03,,,,,,,,,,
2024-10-14T22:34:50+00:00,526,,,,,,,27.80,67.00,,,,
2024-10-14T22:34:53+00:00,527,,,779.66,0.27,,,,,,,,
2024-10-14T22:34:55+00:00,528,,,,,3002.93,1.30,,,,,,
2024-10-14T22:35:00+00:00,529,6.68,6.10,,,,,,,,,,
2024-10-14T22:35:02+00:00,530,,,,,,,27.80,67.00,,,,
2024-10-14T22:35:04+00:00,531,,,780.43,0.27,,,,,,,,
2024-10-14T22:35:06+00:00,532,,,,,3002.93,1.30,,,,,,
2024-10-14T22:35:11+00:00,533,6.71,6.06,,,,,,,,,,
2024-10-14T22:35:13+00:00,534,,,,,,,27.80,67.00,,,,
2024-10-14T22:35:15+00:00,535,,,781.21,0.27,,,,,,,,
2024-10-14T22:35:17+00:00,536,,,,,2933.72,1.42,,,,,,
2024-10-14T22:35:22+00:00,537,6.73,6.03,,,,,,,,,,
2024-10-14T22:35:24+00:00,538,,,,,,,27.80,67.00,,,,
2024-10-14T22:35:26+00:00,539,,,782.76,0.27,,,,,,,,
2024-10-14T22:35:28+00:00,540,,,,,3002.93,1.30,,,,,,
2024-10-14T22:35:33+00:00,541,6.79,5.95,,,,,,,,,,
2024-10-14T22:35:35+00:00,542,,,,,,,27.80,67.00,,,,
2024-10-14T22:35:37+00:00,543,,,782.76,0.27,,,,,,,,
2024-10-14T22:35:39+00:00,544,,,,,3002.93,1.30,,,,,,
2024-10-14T22:35:44+00:00,545,6.71,6.06,,,,,,,,,,
2024-10-14T22:35:46+00:00,546,,,,,,,27.80,67.00,,,,
2024-10-14T22:35:48+00:00,547,,,781.98,0.27,,,,,,,,
2024-10-14T22:35:50+00:00,548,,,,,2971.87,1.35,,,,,,
2024-10-14T22:35:55+00:00,549,6.74,6.02,,,,,,,,,,
2024-10-14T22:35:57+00:00,550,,,,,,,27.80,67.00,,,,
2024-10-14T22:35:59+00:00,551,,,784.31,0.27,,,,,,,,
2024-10-14T22:36:01+00:00,552,,,,,2956.52,1.38,,,,,,
2024-10-14T22:36:06+00:00,553,6.66,6.12,,,,,,,,,,
2024-10-14T22:36:08+00:00,554,,,,,,,27.80,67.00,,,,
2024-10-14T22:36:10+00:00,555,,,781.98,0.27,,,,,,,,
2024-10-14T22:36:12+00:00,556,,,,,2979.59,1.34,,,,,,
2024-10-14T22:36:18+00:00,557,6.73,6.03,,,,,,,,,,
2024-10-14T22:36:19+00:00,558,,,,,,,27.80,67.00,,,,
2024-10-14T22:36:21+00:00,559,,,781.98,0.27,,,,,,,,
2024-10-14T22:36:23+00:00,560,,,,,2964.18,1.37,,,,,,
2024-10-14T22:36:28+00:00,561,6.74,6.01,,,,,,,,,,
2024-10-14T22:36:30+00:00,562,,,,,,,27.80,67.00,,,,
2024-10-14T22:36:33+00:00,563,,,784.31,0.27,,,,,,,,
2024-10-14T22:36:35+00:00,564,,,,,2964.18,1.37,,,,,,
2024-10-14T22:36:40+00:00,565,6.70,6.08,,,,,,,,,,
2024-10-14T22:36:42+00:00,566,,,,,,,27.80,67.00,,,,
2024-10-14T22:36:44+00:00,567,,,788.21,0.27,,,,,,,,
2024-10-14T22:36:46+00:00,568,,,,,3002.93,1.30,,,,,,
2024-10-14T22:36:51+00:00,569,6.66,6.13,,,,,,,,,,
2024-10-14T22:36:53+00:00,570,,,,,,,27.80,67.00,,,,
2024-10-14T22:36:55+00:00,571,,,784.31,0.27,,,,,,,,
2024-10-14T22:36:57+00:00,572,,,,,3046.44,1.23,,,,,,
2024-10-14T22:37:02+00:00,573,6.70,6.08,,,,,,,,,,
2024-10-14T22:37:04+00:00,574,,,,,,,27.80,67.00,,,,
2024-10-14T22:37:06+00:00,575,,,781.98,0.27,,,,,,,,
2024-10-14T22:37:08+00:00,576,,,,,3002.93,1.30,,,,,,
2024-10-14T22:37:13+00:00,577,6.67,6.11,,,,,,,,,,
2024-10-14T22:37:15+00:00,578,,,,,,,27.80,67.00,,,,
2024-10-14T22:37:17+00:00,579,,,781.98,0.27,,,,,,,,
2024-10-14T22:37:19+00:00,580,,,,,2960.35,1.37,,,,,,
2024-10-14T22:37:24+00:00,581,6.71,6.06,,,,,,,,,,
2024-10-14T22:37:26+00:00,582,,,,,,,27.80,67.00,,,,
2024-10-14T22:37:28+00:00,583,,,784.31,0.27,,,,,,,,
2024-10-14T22:37:30+00:00,584,,,,,3002.93,1.30,,,,,,
2024-10-14T22:37:35+00:00,585,6.62,6.18,,,,,,,,,,
2024-10-14T22:37:37+00:00,586,,,,,,,27.80,67.00,,,,
2024-10-14T22:37:39+00:00,587,,,784.31,0.27,,,,,,,,
2024-10-14T22:37:41+00:00,588,,,,,2960.35,1.37,,,,,,
2024-10-14T22:37:46+00:00,589,6.66,6.13,,,,,,,,,,
2024-10-14T22:37:48+00:00,590,,,,,,,27.80,67.00,,,,
2024-10-14T22:37:50+00:00,591,,,785.87,0.27,,,,,,,,
2024-10-14T22:37:52+00:00,592,,,,,2971.87,1.35,,,,,,
2024-10-14T22:37:58+00:00,593,6.70,6.07,,,,,,,,,,
2024-10-14T22:37:59+00:00,594,,,,,,,27.80,67.00,,,,
2024-10-14T22:38:01+00:00,595,,,785.09,0.27,,,,,,,,
2024-10-14T22:38:03+00:00,596,,,,,2971.87,1.35,,,,,,
2024-10-14T22:38:08+00:00,597,6.71,6.06,,,,,,,,,,
2024-10-14T22:38:11+00:00,598,,,,,,,27.80,67.00,,,,
2024-10-14T22:38:13+00:00,599,,,788.21,0.27,,,,,,,,
2024-10-14T22:38:15+00:00,600,,,,,2926.17,1.44,,,,,,
2024-10-14T22:38:20+00:00,601,6.67,6.11,,,,,,,,,,
2024-10-14T22:38:22+00:00,602,,,,,,,27.80,67.00,,,,
2024-10-14T22:38:24+00:00,603,,,786.65,0.27,,,,,,,,
2024-10-14T22:38:26+00:00,604,,,,,2971.87,1.35,,,,,,
2024-10-14T22:38:31+00:00,605,6.71,6.06,,,,,,,,,,
2024-10-14T22:38:33+00:00,606,,,,,,,27.80,67.00,,,,
2024-10-14T22:38:35+00:00,607,,,777.34,0.27,,,,,,,,
2024-10-14T22:38:37+00:00,608,,,,,2971.87,1.35,,,,,,
2024-10-14T22:38:42+00:00,609,6.74,6.02,,,,,,,,,,
2024-10-14T22:38:44+00:00,610,,,,,,,27.80,67.00,,,,
2024-10-14T22:38:46+00:00,611,,,785.87,0.27,,,,,,,,
2024-10-14T22:38:48+00:00,612,,,,,3002.93,1.30,,,,,,
2024-10-14T22:38:53+00:00,613,6.70,6.07,,,,,,,,,,
2024-10-14T22:38:55+00:00,614,,,,,,,27.80,67.00,,,,
2024-10-14T22:38:57+00:00,615,,,787.43,0.27,,,,,,,,
2024-10-14T22:38:59+00:00,616,,,,,3014.71,1.28,,,,,,
2024-10-14T22:39:04+00:00,617,6.67,6.11,,,,,,,,,,
2024-10-14T22:39:06+00:00,618,,,,,,,27.80,67.00,,,,
2024-10-14T22:39:08+00:00,619,,,786.65,0.27,,,,,,,,
2024-10-14T22:39:10+00:00,620,,,,,2971.87,1.35,,,,,,
2024-10-14T22:39:15+00:00,621,6.75,6.00,,,,,,,,,,
2024-10-14T22:39:17+00:00,622,,,,,,,27.80,67.00,,,,
2024-10-14T22:39:19+00:00,623,,,785.09,0.27,,,,,,,,
2024-10-14T22:39:21+00:00,624,,,,,3002.93,1.30,,,,,,
2024-10-14T22:39:26+00:00,625,6.65,6.14,,,,,,,,,,
2024-10-14T22:39:28+00:00,626,,,,,,,27.80,67.00,,,,
2024-10-14T22:39:30+00:00,627,,,790.56,0.26,,,,,,,,
2024-10-14T22:39:32+00:00,628,,,,,3002.93,1.30,,,,,,
2024-10-14T22:39:38+00:00,629,6.73,6.03,,,,,,,,,,
2024-10-14T22:39:39+00:00,630,,,,,,,27.80,67.00,,,,
2024-10-14T22:39:41+00:00,631,,,788.21,0.27,,,,,,,,
2024-10-14T22:39:43+00:00,632,,,,,2956.52,1.38,,,,,,
2024-10-14T22:39:48+00:00,633,6.71,6.06,,,,,,,,,,
2024-10-14T22:39:51+00:00,634,,,,,,,27.80,67.00,,,,
2024-10-14T22:39:53+00:00,635,,,788.99,0.27,,,,,,,,
2024-10-14T22:39:55+00:00,636,,,,,3002.93,1.30,,,,,,
2024-10-14T22:40:00+00:00,637,6.67,6.11,,,,,,,,,,
2024-10-14T22:40:02+00:00,638,,,,,,,27.80,67.00,,,,
2024-10-14T22:40:04+00:00,639,,,788.21,0.27,,,,,,,,
2024-10-14T22:40:06+00:00,640,,,,,2960.35,1.37,,,,,,
2024-10-14T22:40:11+00:00,641,6.73,6.03,,,,,,,,,,
2024-10-14T22:40:13+00:00,642,,,,,,,27.80,67.00,,,,
2024-10-14T22:40:15+00:00,643,,,787.43,0.27,,,,,,,,
2024-10-14T22:40:17+00:00,644,,,,,3002.93,1.30,,,,,,
2024-10-14T22:40:22+00:00,645,6.76,5.99,,,,,,,,,,
2024-10-14T22:40:24+00:00,646,,,,,,,27.80,67.00,,,,
2024-10-14T22:40:26+00:00,647,,,789.77,0.27,,,,,,,,
2024-10-14T22:40:28+00:00,648,,,,,3002.93,1.30,,,,,,
2024-10-14T22:40:33+00:00,649,6.68,6.10,,,,,,,,,,
2024-10-14T22:40:35+00:00,650,,,,,,,27.80,67.00,,,,
2024-10-14T22:40:37+00:00,651,,,788.99,0.27,,,,,,,,
2024-10-14T22:40:39+00:00,652,,,,,2971.87,1.35,,,,,,
2024-10-14T22:40:45+00:00,653,6.74,6.02,,,,,,,,,,
2024-10-14T22:40:46+00:00,654,,,,,,,27.80,67.00,,,,
2024-10-14T22:40:48+00:00,655,,,788.21,0.27,,,,,,,,
2024-10-14T22:40:50+00:00,656,,,,,3002.93,1.30,,,,,,
2024-10-14T22:40:55+00:00,657,6.71,6.06,,,,,,,,,,
2024-10-14T22:40:57+00:00,658,,,,,,,27.80,67.00,,,,
2024-10-14T22:40:59+00:00,659,,,788.21,0.27,,,,,,,,
2024-10-14T22:41:01+00:00,660,,,,,3002.93,1.30,,,,,,
2024-10-14T22:41:06+00:00,661,6.70,6.08,,,,,,,,,,
2024-10-14T22:41:08+00:00,662,,,,,,,27.80,67.00,,,,
2024-10-14T22:41:10+00:00,663,,,787.43,0.27,,,,,,,,
2024-10-14T22:41:12+00:00,664,,,,,2964.18,1.37,,,,,,
2024-10-14T22:41:18+00:00,665,6.71,6.06,,,,,,,,,,
2024-10-14T22:41:19+00:00,666,,,,,,,27.80,67.00,,,,
2024-10-14T22:41:22+00:00,667,,,788.99,0.27,,,,,,,,
2024-10-14T22:41:23+00:00,668,,,,,3002.93,1.30,,,,,,
2024-10-14T22:41:29+00:00,669,6.71,6.06,,,,,,,,,,
2024-10-14T22:41:31+00:00,670,,,,,,,27.80,67.00,,,,
2024-10-14T22:41:33+00:00,671,,,789.77,0.27,,,,,,,,
2024-10-14T22:41:35+00:00,672,,,,,2971.87,1.35,,,,,,
2024-10-14T22:41:40+00:00,673,6.66,6.12,,,,,,,,,,
2024-10-14T22:41:42+00:00,674,,,,,,,27.80,67.00,,,,
2024-10-14T22:41:44+00:00,675,,,788.21,0.27,,,,,,,,
2024-10-14T22:41:46+00:00,676,,,,,3002.93,1.30,,,,,,
2024-10-14T22:41:51+00:00,677,6.70,6.07,,,,,,,,,,
2024-10-14T22:41:53+00:00,678,,,,,,,27.80,67.00,,,,
2024-10-14T22:41:55+00:00,679,,,788.99,0.27,,,,,,,,
2024-10-14T22:41:57+00:00,680,,,,,2971.87,1.35,,,,,,
2024-10-14T22:42:02+00:00,681,6.72,6.05,,,,,,,,,,
2024-10-14T22:42:04+00:00,682,,,,,,,27.80,67.00,,,,
2024-10-14T22:42:06+00:00,683,,,789.77,0.27,,,,,,,,
2024-10-14T22:42:08+00:00,684,,,,,2933.72,1.42,,,,,,
2024-10-14T22:42:13+00:00,685,6.64,6.16,,,,,,,,,,
2024-10-14T22:42:15+00:00,686,,,,,,,27.80,67.00,,,,
2024-10-14T22:42:17+00:00,687,,,797.63,0.26,,,,,,,,
2024-10-14T22:42:19+00:00,688,,,,,2948.89,1.39,,,,,,
2024-10-14T22:42:24+00:00,689,6.72,6.05,,,,,,,,,,
2024-10-14T22:42:26+00:00,690,,,,,,,27.80,67.00,,,,
2024-10-14T22:42:28+00:00,691,,,787.43,0.27,,,,,,,,
2024-10-14T22:42:30+00:00,692,,,,,2956.52,1.38,,,,,,
2024-10-14T22:42:35+00:00,693,6.71,6.06,,,,,,,,,,
2024-10-14T22:42:37+00:00,694,,,,,,,27.80,67.00,,,,
2024-10-14T22:42:39+00:00,695,,,789.77,0.27,,,,,,,,
2024-10-14T22:42:41+00:00,696,,,,,3002.93,1.30,,,,,,
2024-10-14T22:42:46+00:00,697,6.70,6.08,,,,,,,,,,
2024-10-14T22:42:48+00:00,698,,,,,,,27.80,67.00,,,,
2024-10-14T22:42:50+00:00,699,,,787.43,0.27,,,,,,,,
2024-10-14T22:42:52+00:00,700,,,,,2956.52,1.38,,,,,,
2024-10-14T22:42:58+00:00,701,6.64,6.16,,,,,,,,,,
2024-10-14T22:43:00+00:00,702,,,,,,,27.80,67.00,,,,
2024-10-14T22:43:02+00:00,703,,,785.09,0.27,,,,,,,,
2024-10-14T22:43:04+00:00,704,,,,,3002.93,1.30,,,,,,
2024-10-14T22:43:09+00:00,705,6.70,6.08,,,,,,,,,,
2024-10-14T22:43:11+00:00,706,,,,,,,27.80,67.00,,,,
2024-10-14T22:43:13+00:00,707,,,789.77,0.27,,,,,,,,
2024-10-14T22:43:15+00:00,708,,,,,3002.93,1.30,,,,,,
2024-10-14T22:43:20+00:00,709,6.66,6.13,,,,,,,,,,
2024-10-14T22:43:22+00:00,710,,,,,,,27.80,67.00,,,,
2024-10-14T22:43:24+00:00,711,,,789.77,0.27,,,,,,,,
2024-10-14T22:43:26+00:00,712,,,,,2971.87,1.35,,,,,,
2024-10-14T22:43:31+00:00,713,6.73,6.03,,,,,,,,,,
2024-10-14T22:43:33+00:00,714,,,,,,,27.80,67.00,,,,
2024-10-14T22:43:35+00:00,715,,,789.77,0.27,,,,,,,,
2024-10-14T22:43:37+00:00,716,,,,,2960.35,1.37,,,,,,
2024-10-14T22:43:42+00:00,717,6.62,6.18,,,,,,,,,,
2024-10-14T22:43:44+00:00,718,,,,,,,27.80,67.00,,,,
2024-10-14T22:43:46+00:00,719,,,789.77,0.27,,,,,,,,
2024-10-14T22:43:48+00:00,720,,,,,3002.93,1.30,,,,,,
2024-10-14T22:43:53+00:00,721,6.75,6.00,,,,,,,,,,
2024-10-14T22:43:55+00:00,722,,,,,,,27.80,67.00,,,,
2024-10-14T22:43:57+00:00,723,,,789.77,0.27,,,,,,,,
2024-10-14T22:43:59+00:00,724,,,,,2960.35,1.37,,,,,,
2024-10-14T22:44:05+00:00,725,6.62,6.18,,,,,,,,,,
2024-10-14T22:44:06+00:00,726,,,,,,,27.80,67.00,,,,
2024-10-14T22:44:08+00:00,727,,,789.77,0.27,,,,,,,,
2024-10-14T22:44:10+00:00,728,,,,,3115.58,1.14,,,,,,
2024-10-14T22:44:15+00:00,729,6.75,6.00,,,,,,,,,,
2024-10-14T22:44:17+00:00,730,,,,,,,27.80,67.00,,,,
2024-10-14T22:44:19+00:00,731,,,788.21,0.27,,,,,,,,
2024-10-14T22:44:21+00:00,732,,,,,2964.18,1.37,,,,,,
2024-10-14T22:44:26+00:00,733,6.64,6.16,,,,,,,,,,
2024-10-14T22:44:28+00:00,734,,,,,,,27.80,67.00,,,,
2024-10-14T22:44:30+00:00,735,,,789.77,0.27,,,,,,,,
2024-10-14T22:44:32+00:00,736,,,,,2945.09,1.40,,,,,,
2024-10-14T22:44:38+00:00,737,6.74,6.01,,,,,,,,,,
2024-10-14T22:44:40+00:00,738,,,,,,,27.80,67.00,,,,
2024-10-14T22:44:41+00:00,739,,,789.77,0.27,,,,,,,,
2024-10-14T22:44:44+00:00,740,,,,,2960.35,1.37,,,,,,
2024-10-14T22:44:49+00:00,741,6.76,5.99,,,,,,,,,,
2024-10-14T22:44:51+00:00,742,,,,,,,27.80,67.00,,,,
2024-10-14T22:44:53+00:00,743,,,792.12,0.26,,,,,,,,
2024-10-14T22:44:55+00:00,744,,,,,2956.52,1.38,,,,,,
2024-10-14T22:45:00+00:00,745,6.62,6.18,,,,,,,,,,
2024-10-14T22:45:02+00:00,746,,,,,,,27.80,67.00,,,,
2024-10-14T22:45:04+00:00,747,,,802.38,0.26,,,,,,,,
